Table F16.
        Values of ϕ1…
Tr,pr
1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
0.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.45,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001
0.50,0.0013,0.0013,0.0013,0.0012,0.0011,0.0009,0.0008,0.0006
0.55,0.0063,0.0062,0.0061,0.0058,0.0053,0.0045,0.0039,0.0031
0.60,0.0210,0.0207,0.0202,0.0194,0.0179,0.0154,0.0133,0.0108
0.65,0.0536,0.0527,0.0516,0.0497,0.0461,0.0401,0.0350,0.0289
0.70,0.1117,0.1102,0.1079,0.1040,0.0970,0.0851,0.0752,0.0629
0.75,0.1995,0.1972,0.1932,0.1871,0.1754,0.1552,0.1387,0.1178
0.80,0.3170,0.3133,0.3076,0.2978,0.2812,0.2512,0.2265,0.1954
0.85,0.4592,0.4539,0.4457,0.4325,0.4093,0.3698,0.3365,0.2951
0.90,0.6166,0.6095,0.5998,0.5834,0.5546,0.5058,0.4645,0.4130
0.93,0.7145,0.7063,0.6950,0.6761,0.6457,0.5916,0.5470,0.4898
0.95,0.7798,0.7691,0.7568,0.7379,0.7063,0.6501,0.6026,0.5432
0.97,0.8414,0.8318,0.8185,0.7998,0.7656,0.7096,0.6607,0.5984
0.98,0.8730,0.8630,0.8492,0.8298,0.7962,0.7379,0.6887,0.6266
0.99,0.9036,0.8913,0.8790,0.8590,0.8241,0.7674,0.7178,0.6546
1.00,0.9311,0.9204,0.9078,0.8872,0.8531,0.7962,0.7464,0.6823
1.01,0.9462,0.9462,0.9333,0.9162,0.8831,0.8241,0.7745,0.7096
1.02,0.9572,0.9661,0.9594,0.9419,0.9099,0.8531,0.8035,0.7379
1.05,0.9840,0.9954,1.0186,1.0162,0.9886,0.9354,0.8872,0.8222
1.10,1.0162,1.0280,1.0593,1.0990,1.1015,1.0617,1.0186,0.9572
1.15,1.0375,1.0520,1.0814,1.1376,1.1858,1.1722,1.1403,1.0864
1.20,1.0544,1.0691,1.0990,1.1588,1.2388,1.2647,1.2474,1.2050
1.30,1.0715,1.0914,1.1194,1.1776,1.2853,1.3868,1.4125,1.4061
1.40,1.0814,1.0990,1.1298,1.1858,1.2942,1.4488,1.5171,1.5524
1.50,1.0864,1.1041,1.1350,1.1858,1.2942,1.4689,1.5740,1.6520
1.60,1.0864,1.1041,1.1350,1.1858,1.2883,1.4689,1.5996,1.7140
1.70,1.0864,1.1041,1.1324,1.1803,1.2794,1.4622,1.6033,1.7458
