Table F13.
        Values of ϕ0…
Tr,pr
0.0100,0.0500,0.1000,0.2000,0.4000,0.6000,0.8000,1.0000
0.30,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.35,0.0034,0.0007,0.0003,0.0002,0.0001,0.0001,0.0001,0.0000
0.40,0.0272,0.0055,0.0028,0.0014,0.0007,0.0005,0.0004,0.0003
0.45,0.1321,0.0266,0.0135,0.0069,0.0036,0.0025,0.0020,0.0016
0.50,0.4529,0.0912,0.0461,0.0235,0.0122,0.0085,0.0067,0.0055
0.55,0.9817,0.2432,0.1227,0.0625,0.0325,0.0225,0.0176,0.0146
0.60,0.9840,0.5383,0.2716,0.1384,0.0718,0.0497,0.0386,0.0321
0.65,0.9886,0.9419,0.5212,0.2655,0.1374,0.0948,0.0738,0.0611
0.70,0.9908,0.9528,0.9057,0.4560,0.2360,0.1626,0.1262,0.1045
0.75,0.9931,0.9616,0.9226,0.7178,0.3715,0.2559,0.1982,0.1641
0.80,0.9931,0.9683,0.9354,0.8730,0.5445,0.3750,0.2904,0.2404
0.85,0.9954,0.9727,0.9462,0.8933,0.7534,0.5188,0.4018,0.3319
0.90,0.9954,0.9772,0.9550,0.9099,0.8204,0.6823,0.5297,0.4375
0.93,0.9954,0.9795,0.9594,0.9183,0.8375,0.7551,0.6109,0.5058
0.95,0.9954,0.9817,0.9616,0.9226,0.8472,0.7709,0.6668,0.5521
0.97,0.9954,0.9817,0.9638,0.9628,0.8570,0.7852,0.7112,0.5984
0.98,0.9954,0.9817,0.9638,0.9290,0.8610,0.7925,0.7211,0.6223
0.99,0.9977,0.9840,0.9661,0.9311,0.8650,0.7980,0.7295,0.6442
1.00,0.9977,0.9840,0.9661,0.9333,0.8690,0.8035,0.7379,0.6668
1.01,0.9977,0.9840,0.9683,0.9354,0.8730,0.8110,0.7464,0.6792
1.02,0.9977,0.9840,0.9683,0.9376,0.8770,0.8166,0.7551,0.6902
1.05,0.9977,0.9863,0.9705,0.9441,0.8872,0.8318,0.7762,0.7194
1.10,0.9977,0.9886,0.9750,0.9506,0.9016,0.8531,0.8072,0.7586
1.15,0.9977,0.9886,0.9795,0.9572,0.9141,0.8730,0.8318,0.7907
1.20,0.9977,0.9908,0.9817,0.9616,0.9247,0.8892,0.8531,0.8166
1.30,0.9977,0.9931,0.9863,0.9705,0.9419,0.9141,0.8872,0.8590
1.40,0.9977,0.9931,0.9886,0.9772,0.9550,0.9333,0.9120,0.8892
1.50,1.0000,0.9954,0.9908,0.9817,0.9638,0.9462,0.9290,0.9141
1.60,1.0000,0.9954,0.9931,0.9863,0.9727,0.9572,0.9441,0.9311
1.70,1.0000,0.9977,0.9954,0.9886,0.9772,0.9661,0.9550,0.9462
1.80,1.0000,0.9977,0.9954,0.9908,0.9817,0.9727,0.9661,0.9572
1.90,1.0000,0.9977,0.9954,0.9931,0.9863,0.9795,0.9727,0.9661
