Table F11.
        Values of SR0/R
Tr,pr
1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
0.30,-7.099,-6.935,-6.740,-6.497,-6.180,-5.847,-5.683,-5.578
0.35,-6.663,-6.497,-6.299,-6.052,-5.728,-5.376,-5.194,-5.060
0.40,-6.275,-6.109,-5.909,-5.660,-5.330,-4.967,-4.772,-4.619
0.45,-5.924,-5.757,-5.557,-5.306,-4.974,-4.603,-4.401,-4.234
0.50,-5.608,-5.441,-5.240,-4.989,-4.656,-4.282,-4.074,-3.899
0.55,-5.324,-5.157,-4.956,-4.706,-4.373,-3.998,-3.788,-3.607
0.60,-5.066,-4.900,-4.700,-4.451,-4.120,-3.747,-3.537,-3.353
0.65,-4.830,-4.665,-4.467,-4.220,-3.892,-3.523,-3.315,-3.131
0.70,-4.610,-4.446,-4.250,-4.007,-3.684,-3.322,-3.117,-2.935
0.75,-4.399,-4.238,-4.045,-3.807,-3.491,-3.138,-2.939,-2.761
0.80,-4.191,-4.034,-3.846,-3.615,-3.310,-2.970,-2.777,-2.605
0.85,-3.976,-3.825,-3.646,-3.425,-3.135,-2.812,-2.629,-2.463
0.90,-3.738,-3.599,-3.434,-3.231,-2.964,-2.663,-2.491,-2.334
0.93,-3.569,-3.444,-3.295,-3.108,-2.860,-2.577,-2.412,-2.262
0.95,-3.433,-3.326,-3.193,-3.023,-2.790,-2.520,-2.362,-2.215
0.97,-3.259,-3.188,-3.081,-2.932,-2.719,-2.463,-2.312,-2.170
0.98,-3.142,-3.106,-3.019,-2.884,-2.682,-2.436,-2.287,-2.148
0.99,-2.972,-3.010,-2.953,-2.835,-2.646,-2.408,-2.263,-2.126
1.00,-2.178,-2.893,-2.879,-2.784,-2.609,-2.380,-2.239,-2.105
1.01,-1.391,-2.736,-2.798,-2.730,-2.571,-2.352,-2.215,-2.083
1.02,-1.225,-2.495,-2.706,-2.673,-2.533,-2.325,-2.191,-2.062
1.05,-0.965,-1.523,-2.328,-2.483,-2.415,-2.242,-2.121,-2.001
1.10,-0.742,-1.012,-1.557,-2.081,-2.202,-2.104,-2.007,-1.903
1.15,-0.607,-0.790,-1.126,-1.649,-1.968,-1.966,-1.897,-1.810
1.20,-0.512,-0.651,-0.890,-1.308,-1.727,-1.827,-1.789,-1.722
1.30,-0.385,-0.478,-0.628,-0.891,-1.299,-1.554,-1.581,-1.556
1.40,-0.303,-0.375,-0.478,-0.663,-0.990,-1.303,-1.386,-1.402
1.50,-0.246,-0.299,-0.381,-0.520,-0.777,-1.088,-1.208,-1.260
1.60,-0.204,-0.247,-0.312,-0.421,-0.628,-0.913,-1.050,-1.130
1.70,-0.172,-0.208,-0.261,-0.350,-0.519,-0.773,-0.915,-1.013
1.80,-0.147,-0.177,-0.222,-0.296,-0.438,-0.661,-0.799,-0.908
1.90,-0.127,-0.153,-0.191,-0.255,-0.375,-0.570,-0.702,-0.815
2.00,-0.111,-0.134,-0.167,-0.221,-0.625,-0.497,-0.620,-0.733
