Table F10.
        Values of SR1/R
Tr,pr
0.0100,0.0500,0.1000,0.2000,0.4000,0.6000,0.8000,1.0000
0.30,-16.782,-16.774,-16.764,-16.744,-16.705,-16.665,-16.626,-16.586
0.35,-15.413,-15.408,-15.401,-15.387,-15.359,-15.333,-15.305,-15.278
0.40,-13.990,-13.986,-13.981,-13.972,-13.953,-13.934,-13.915,-13.896
0.45,-12.564,-12.561,-12.558,-12.551,-12.537,-12.523,-12.509,-12.496
0.50,-11.202,-11.200,-11.197,-11.092,-11.082,-11.172,-11.162,-11.153
0.55,-0.115,-9.948,-9.946,-9.942,-9.935,-9.928,-9.921,-9.914
0.60,-0.078,-8.828,-8.826,-8.823,-8.817,-8.811,-8.806,-8.799
0.65,-0.055,-0.309,-7.832,-7.829,-7.824,-7.819,-7.815,-7.510
0.70,-0.040,-0.216,-0.491,-6.951,-6.945,-6.941,-6.937,-6.933
0.75,-0.029,-0.156,-0.340,-6.173,-6.167,-6.162,-6.158,-6.155
0.80,-0.022,-0.116,-0.246,-0.578,-5.475,-5.468,-5.462,-5.458
0.85,-0.017,-0.088,-0.183,-0.400,-4.853,-4.841,-4.832,-4.826
0.90,-0.013,-0.068,-0.140,-0.301,-0.744,-4.269,-4.249,-4.238
0.93,-0.011,-0.058,-0.120,-0.254,-0.593,-1.219,-3.914,-3.894
0.95,-0.010,-0.053,-0.109,-0.228,-0.517,-0.961,-3.697,-3.658
0.97,-0.010,-0.048,-0.099,-0.206,-0.456,-0.797,-1.570,-3.406
0.98,-0.009,-0.046,-0.094,-0.196,-0.429,-0.734,-1.270,-3.264
0.99,-0.009,-0.044,-0.090,-0.186,-0.405,-0.680,-1.098,-3.093
1.00,-0.008,-0.042,-0.086,-0.177,-0.382,-0.632,-0.977,-2.399
1.01,-0.008,-0.040,-0.082,-0.169,-0.361,-0.590,-0.883,-1.306
1.02,-0.008,-0.039,-0.078,-0.161,-0.342,-0.552,-0.807,-1.113
1.05,-0.007,-0.034,-0.069,-0.140,-0.292,-0.460,-0.642,-0.820
1.10,-0.005,-0.028,-0.055,-0.112,-0.229,-0.350,-0.470,-0.577
1.15,-0.005,-0.023,-0.045,-0.091,-0.183,-0.275,-0.361,-0.437
1.20,-0.004,-0.019,-0.037,-0.075,-0.149,-0.220,-0.286,-0.343
1.30,-0.003,-0.013,-0.026,-0.052,-0.102,-0.148,-0.190,-0.226
1.40,-0.002,-0.010,-0.019,-0.037,-0.072,-0.104,-0.133,-0.158
1.50,-0.001,-0.007,-0.014,-0.027,-0.053,-0.076,-0.097,-0.115
1.60,-0.001,-0.005,-0.011,-0.021,-0.040,-0.057,-0.073,-0.086
1.70,-0.001,-0.004,-0.008,-0.016,-0.031,-0.044,-0.056,-0.067
1.80,-0.001,-0.003,-0.006,-0.013,-0.024,-0.035,-0.044,-0.053
1.90,-0.001,-0.003,-0.005,-0.010,-0.019,-0.028,-0.036,-0.043
