Table F15.
        Values of ϕ0…
Tr,pr
1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
0.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.40,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003
0.45,0.0016,0.0014,0.0012,0.0010,0.0008,0.0008,0.0009,0.0012
0.50,0.0055,0.0048,0.0041,0.0034,0.0028,0.0025,0.0027,0.0034
0.55,0.0146,0.0127,0.0107,0.0089,0.0072,0.0063,0.0066,0.0080
0.60,0.0321,0.0277,0.0234,0.0193,0.0154,0.0132,0.0135,0.0160
0.65,0.0611,0.0527,0.0445,0.0364,0.0289,0.0244,0.0245,0.0282
0.70,0.1045,0.0902,0.0759,0.0619,0.0488,0.0406,0.0402,0.0453
0.75,0.1641,0.1413,0.1188,0.0966,0.0757,0.0625,0.0610,0.0673
0.80,0.2404,0.2065,0.1738,0.1409,0.1102,0.0899,0.0867,0.0942
0.85,0.3319,0.2858,0.2399,0.1945,0.1517,0.1227,0.1175,0.1256
0.90,0.4375,0.3767,0.3162,0.2564,0.1995,0.1607,0.1524,0.1611
0.93,0.5058,0.4355,0.3656,0.2972,0.2307,0.1854,0.1754,0.1841
0.95,0.5521,0.4764,0.3999,0.3251,0.2523,0.2028,0.1910,0.2000
0.97,0.5984,0.5164,0.4345,0.3532,0.2748,0.2203,0.2075,0.2163
0.98,0.6223,0.5370,0.4529,0.3681,0.2864,0.2296,0.2158,0.2244
0.99,0.6442,0.5572,0.4699,0.3828,0.2978,0.2388,0.2244,0.2328
1.00,0.6668,0.5781,0.4875,0.3972,0.3097,0.2483,0.2328,0.2415
1.01,0.6792,0.5970,0.5047,0.4121,0.3214,0.2576,0.2415,0.2500
1.02,0.6902,0.6166,0.5224,0.4266,0.3334,0.2673,0.2506,0.2582
1.05,0.7194,0.6607,0.5728,0.4710,0.3690,0.2958,0.2773,0.2844
1.10,0.7586,0.7112,0.6412,0.5408,0.4285,0.3451,0.3228,0.3296
1.15,0.7907,0.7499,0.6918,0.6026,0.4875,0.3954,0.3690,0.3750
1.20,0.8166,0.7834,0.7328,0.6546,0.5420,0.4446,0.4150,0.4198
1.30,0.8590,0.8318,0.7943,0.7345,0.6383,0.5383,0.5058,0.5093
1.40,0.8892,0.8690,0.8395,0.7925,0.7145,0.6237,0.5902,0.5943
1.50,0.9141,0.8974,0.8730,0.8375,0.7745,0.6966,0.6668,0.6714
1.60,0.9311,0.9183,0.8995,0.8710,0.8222,0.7586,0.7328,0.7430
1.70,0.9462,0.9354,0.9204,0.8995,0.8610,0.8091,0.7907,0.8054
1.80,0.9572,0.9484,0.9376,0.9204,0.8913,0.8531,0.8414,0.8590
1.90,0.9661,0.9594,0.9506,0.9376,0.9162,0.8872,0.8831,0.9057
