Table F3.
        Values of Z0
Tr,pr
1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
0.30,0.2892,0.3479,0.4335,0.5775,0.8648,1.4366,2.0048,2.8507
0.35,0.2604,0.3123,0.3901,0.5195,0.7775,1.2902,1.7987,2.5539
0.40,0.2379,0.2853,0.3563,0.4744,0.7095,1.1758,1.6373,2.3211
0.45,0.2200,0.2638,0.3294,0.4384,0.6551,1.0841,1.5077,2.1338
0.50,0.2056,0.2465,0.3077,0.4092,0.6110,1.0094,1.4017,1.9801
0.55,0.1939,0.2323,0.2899,0.3853,0.5747,0.9475,1.3137,1.8520
0.60,0.1842,0.2207,0.2753,0.3657,0.5446,0.8959,1.2398,1.7440
0.65,0.1765,0.2113,0.2634,0.3495,0.5197,0.8526,1.1773,1.6519
0.70,0.1703,0.2038,0.2538,0.3364,0.4991,0.8161,1.1341,1.5729
0.75,0.1656,0.1981,0.2464,0.3260,0.4823,0.7854,1.0787,1.5047
0.80,0.1626,0.1942,0.2411,0.3182,0.4690,0.7598,1.0400,1.4456
0.85,0.1614,0.1924,0.2382,0.3132,0.4591,0.7388,1.0071,1.3943
0.90,0.1630,0.1935,0.2383,0.3114,0.4527,0.7220,0.9793,1.3496
0.93,0.1664,0.1963,0.2405,0.3122,0.4507,0.7138,0.9648,1.3257
0.95,0.1705,0.1998,0.2432,0.3138,0.4501,0.7092,0.9561,1.3108
0.97,0.1779,0.2055,0.2474,0.3164,0.4504,0.7052,0.9480,1.2968
0.98,0.1844,0.2097,0.2503,0.3182,0.4508,0.7035,0.9442,1.2901
0.99,0.1959,0.2154,0.2538,0.3204,0.4514,0.7018,0.9406,1.2835
1.00,0.2901,0.2237,0.2583,0.3229,0.4522,0.7004,0.9372,1.2772
1.01,0.4648,0.2370,0.2640,0.3260,0.4533,0.6991,0.9339,1.2710
1.02,0.5146,0.2629,0.2715,0.3297,0.4547,0.6980,0.9307,1.2650
1.05,0.6026,0.4437,0.3131,0.3452,0.4604,0.6956,0.9222,1.2481
1.10,0.6880,0.5984,0.4580,0.3953,0.4770,0.6950,0.9110,1.2232
1.15,0.7443,0.6803,0.5798,0.4760,0.5042,0.6987,0.9033,1.2021
1.20,0.7858,0.7363,0.6605,0.5605,0.5425,0.7069,0.8990,1.1844
1.30,0.8438,0.8111,0.7624,0.6908,0.6344,0.7358,0.8998,1.1580
1.40,0.8827,0.8595,0.8256,0.7753,0.7202,0.7661,0.9112,1.1419
1.50,0.9103,0.8933,0.8689,0.8328,0.7887,0.8200,0.9297,1.1339
1.60,0.9308,0.9180,0.9000,0.8738,0.8410,0.8617,0.9518,1.1320
1.70,0.9463,0.9367,0.9234,0.9043,0.8809,0.8984,0.9745,1.1343
1.80,0.9583,0.9511,0.9413,0.9275,0.9118,0.9297,0.9961,1.1391
1.90,0.9678,0.9624,0.9552,0.9456,0.9359,0.9557,1.0157,1.1452
2.00,0.9754,0.9715,0.9664,0.9599,0.9550,0.9772,1.0328,1.1516
2.20,0.9856,0.9847,0.9826,0.9806,0.9827,1.0094,1.0600,1.1635
2.40,0.9941,0.9936,0.9935,0.9945,1.0011,1.0313,1.0793,1.1728
2.60,0.9993,0.9998,1.0010,1.0040,1.0137,1.0463,1.0926,1.1792
